display_name,authority,authority_id,rank,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,form,processing_timestamp,match_status
Eurytomidae,ITIS,154008,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Eurytomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:46Z,success
Eusattus,GBIF,4723950,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Eusattus,NA,NA,NA,NA,NA,2025-11-16T23:32:12Z,success
Euspilotus,ITIS,728619,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,Saprininae,NA,NA,Euspilotus,NA,NA,NA,NA,NA,2025-11-16T23:32:01Z,success
Evaniella,GBIF,1249244,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Evaniidae,NA,NA,NA,Evaniella,NA,NA,NA,NA,NA,2025-11-16T23:33:51Z,success
Exema,ITIS,719782,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Cryptocephalinae,Fulcidacini,NA,Exema,NA,NA,NA,NA,NA,2025-11-16T23:26:46Z,success
Exitianus,ITIS,200035,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,NA,NA,NA,Exitianus,NA,NA,NA,NA,NA,2025-11-16T23:26:47Z,success
Fanniidae,ITIS,151314,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Fanniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:48Z,success
Figitidae,ITIS,154028,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Cynipoidea,Figitidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:40Z,success
Filistatidae,ITIS,847722,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Filistatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:50Z,success
Filistatoides,ITIS,848368,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Filistatidae,NA,NA,NA,Filistatoides,NA,NA,NA,NA,NA,2025-11-16T23:26:49Z,success
Foadia,ITIS,779728,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Corylophidae,Corylophinae,Foadiini,NA,Foadia,NA,NA,NA,NA,NA,2025-11-16T23:26:51Z,success
Foadia maculata,ITIS,779742,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Corylophidae,Corylophinae,Foadiini,NA,Foadia,NA,Foadia maculata,NA,NA,NA,2025-11-16T23:28:07Z,success
Forelius,ITIS,573923,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Dolichoderinae,NA,NA,Forelius,NA,NA,NA,NA,NA,2025-11-16T23:26:52Z,success
Forelius mccooki,ITIS,574951,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Dolichoderinae,NA,NA,Forelius,NA,Forelius mccooki,NA,NA,NA,2025-11-16T23:28:11Z,success
Forelius pruinosus,ITIS,574954,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Dolichoderinae,NA,NA,Forelius,NA,Forelius pruinosus,NA,NA,NA,2025-11-16T23:29:54Z,success
Formica,ITIS,154211,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Formicini,NA,Formica,NA,NA,NA,NA,NA,2025-11-16T23:26:54Z,success
Formicidae,ITIS,154193,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:02Z,success
Formicilla,ITIS,685112,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Anthicidae,Anthicinae,NA,NA,Formicilla,NA,NA,NA,NA,NA,2025-11-16T23:26:52Z,success
Fulgoroidea,ITIS,109173,Superfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:13Z,success
Fulvius,ITIS,104538,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Cylapinae,Fulviini,NA,Fulvius,NA,NA,NA,NA,NA,2025-11-16T23:26:54Z,success
Galumnoidea,ITIS,733384,Superfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Galumnoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:04Z,success
Gastropoda,ITIS,69459,Class,Animalia,Bilateria,Protostomia,Spiralia,Mollusca,NA,NA,Gastropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:17Z,success
Gelechiidae,ITIS,118700,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Lepidoptera,NA,NA,Gelechioidea,Gelechiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:56Z,success
Geocoris,ITIS,107737,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Geocoridae,Geocorinae,NA,NA,Geocoris,NA,NA,NA,NA,NA,2025-11-16T23:26:56Z,success
Geocoris pallens,ITIS,107760,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Geocoridae,Geocorinae,NA,NA,Geocoris,NA,Geocoris pallens,NA,NA,NA,2025-11-16T23:29:24Z,success
Geocoris punctipes,ITIS,107762,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Geocoridae,Geocorinae,NA,NA,Geocoris,NA,Geocoris punctipes,NA,NA,NA,2025-11-16T23:26:57Z,success
Geometridae,ITIS,117556,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Lepidoptera,NA,NA,Geometroidea,Geometridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:58Z,success
Geomysaprinus (Priscosaprinus),ITIS,728663,NA,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,Saprininae,NA,NA,Geomysaprinus,Geomysaprinus (Priscosaprinus),NA,NA,NA,NA,2025-11-16T23:29:52Z,success
Geophilomorpha,ITIS,154404,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Chilopoda,Pleurostigmophora,NA,NA,Geophilomorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:15Z,success
Gibbobruchus,ITIS,719794,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Bruchinae,NA,NA,Gibbobruchus,NA,NA,NA,NA,NA,2025-11-16T23:26:59Z,success
Glenognatha,ITIS,848415,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Tetragnathidae,NA,NA,NA,Glenognatha,NA,NA,NA,NA,NA,2025-11-16T23:27:00Z,success
Gloridonus,GBIF,2043484,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Cicadellidae,NA,NA,NA,Gloridonus,NA,NA,NA,NA,NA,2025-11-16T23:27:01Z,success
Glyptina,ITIS,719703,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,NA,Glyptina,NA,NA,NA,NA,NA,2025-11-16T23:27:02Z,success
Gnaphosa,ITIS,185673,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Gnaphosa,NA,NA,NA,NA,NA,2025-11-16T23:27:03Z,success
Gnaphosidae,ITIS,185556,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:04Z,success
Gryllacrididae,ITIS,102278,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Tettigoniidea,Stenopelmatoidea,Gryllacrididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:06Z,success
Gryllidae,ITIS,102281,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:05Z,success
Gryllodes,ITIS,657817,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,NA,NA,Gryllodes,NA,NA,NA,NA,NA,2025-11-16T23:32:51Z,success
Gryllus,ITIS,657701,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,NA,NA,Gryllus,NA,NA,NA,NA,NA,2025-11-16T23:33:28Z,success
Habronattus,ITIS,872158,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Salticidae,NA,NA,NA,Habronattus,NA,NA,NA,NA,NA,2025-11-16T23:27:07Z,success
Hadrurus arizonensis,GBIF,6892807,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Arachnida,NA,NA,NA,Scorpiones,NA,NA,NA,Hadruridae,NA,NA,NA,Hadrurus,NA,Hadrurus arizonensis,NA,NA,NA,2025-11-16T23:27:34Z,success
Halictidae,ITIS,154348,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Apoidea,Halictidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:08Z,success
Halonoproctidae,GBIF,10488147,Family,Animalia,NA,NA,NA,Arthropoda,NA,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Halonoproctidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:57Z,success
Haplodrassus,ITIS,185731,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Haplodrassus,NA,NA,NA,NA,NA,2025-11-16T23:30:34Z,success
Harmostes,ITIS,108483,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Coreoidea,Rhopalidae,Rhopalinae,Harmostini,NA,Harmostes,NA,NA,NA,NA,NA,2025-11-16T23:27:08Z,success
Hebecephalus,GBIF,2039073,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Cicadellidae,NA,NA,NA,Hebecephalus,NA,NA,NA,NA,NA,2025-11-16T23:27:09Z,success
Heleomyza,ITIS,145595,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Heleomyzidae,Heleomyzinae,Heleomyzini,NA,Heleomyza,NA,NA,NA,NA,NA,2025-11-16T23:27:10Z,success
Heleomyzidae,ITIS,145445,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Heleomyzidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:11Z,success
Hemerobiidae,ITIS,115080,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Neuroptera,Hemerobiiformia,NA,NA,Hemerobiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:12Z,success
Hemiphileurus,ITIS,926610,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,Dynastinae,Phileurini,NA,Hemiphileurus,NA,NA,NA,NA,NA,2025-11-16T23:27:12Z,success
Hemiphileurus illatus,GBIF,1073551,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Scarabaeidae,NA,NA,NA,Hemiphileurus,NA,Hemiphileurus illatus,NA,NA,NA,2025-11-16T23:33:47Z,success
Hemiptera,ITIS,103359,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:13Z,success
Henicopidae,ITIS,913858,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Chilopoda,Pleurostigmophora,NA,NA,Lithobiomorpha,NA,NA,NA,Henicopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:58Z,success
Hermetia,ITIS,130289,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Stratiomyomorpha,NA,Stratiomyidae,Hermetiinae,NA,NA,Hermetia,NA,NA,NA,NA,NA,2025-11-16T23:27:14Z,success
Heteroceridae,ITIS,114262,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Elateriformia,Dryopoidea,Heteroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:14Z,success
Heteroderes,GBIF,4408201,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,Heteroderes,NA,NA,NA,NA,NA,2025-11-16T23:27:16Z,success
Heteronemiidae,GBIF,5527,Family,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Phasmida,NA,NA,NA,Heteronemiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:17Z,success
Hippodamia,ITIS,114330,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,NA,Hippodamia,NA,NA,NA,NA,NA,2025-11-16T23:27:18Z,success
Hister,ITIS,188413,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,Histerinae,Histerini,NA,Hister,NA,NA,NA,NA,NA,2025-11-16T23:27:21Z,success
Histeridae,ITIS,114959,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:22Z,success
Hogna,ITIS,848506,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Lycosidae,NA,NA,NA,Hogna,NA,NA,NA,NA,NA,2025-11-16T23:27:23Z,success
Homalodisca,GBIF,2044790,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Cicadellidae,NA,NA,NA,Homalodisca,NA,NA,NA,NA,NA,2025-11-16T23:27:24Z,success
Homalonychus,ITIS,872231,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Homalonychidae,NA,NA,NA,Homalonychus,NA,NA,NA,NA,NA,2025-11-16T23:32:09Z,success
Horistonotus,ITIS,113896,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,NA,NA,NA,Horistonotus,NA,NA,NA,NA,NA,2025-11-16T23:31:59Z,success
Hydroptilidae,ITIS,115629,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Trichoptera,NA,NA,Hydroptiloidea,Hydroptilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:25Z,success
Hymenoptera,ITIS,152741,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:25Z,success
Hypera,ITIS,187908,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Hypera,NA,NA,NA,NA,NA,2025-11-16T23:27:26Z,success
Hyperaspis,ITIS,114336,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Hyperaspidini,NA,Hyperaspis,NA,NA,NA,NA,NA,2025-11-16T23:27:27Z,success
Hypogastruridae,ITIS,99917,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Collembola,NA,NA,NA,Poduromorpha,NA,NA,Hypogastruroidea,Hypogastruridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:27Z,success
Hypoponera,ITIS,574195,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Ponerinae,Ponerini,NA,Hypoponera,NA,NA,NA,NA,NA,2025-11-16T23:27:28Z,success
Hypoponera opacior,ITIS,583304,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Ponerinae,Ponerini,NA,Hypoponera,NA,Hypoponera opacior,NA,NA,NA,2025-11-16T23:33:44Z,success
Hyporhagus,ITIS,706171,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Zopheridae,Zopherinae,NA,NA,Hyporhagus,NA,NA,NA,NA,NA,2025-11-16T23:27:29Z,success
Ichneumonidae,ITIS,153360,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Ichneumonoidea,Ichneumonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:30Z,success
Iris oratoria,ITIS,666614,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Mantodea,Mantodea,NA,NA,Mantidae,NA,NA,NA,Iris,NA,Iris oratoria,NA,NA,NA,2025-11-16T23:29:15Z,success
Isodacrys,ITIS,616895,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Isodacrys,NA,NA,NA,NA,NA,2025-11-16T23:27:32Z,success
Isopoda,ITIS,92120,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Altocrustacea,Malacostraca,Eumalacostraca,NA,Peracarida,Isopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:32Z,success
Isotomidae,ITIS,99245,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Collembola,NA,NA,NA,Entomobryomorpha,NA,NA,Isotomoidea,Isotomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:33Z,success
Iuridae,ITIS,690784,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Scorpiones,NA,NA,Iuroidea,Iuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:35Z,success
Kalotermitidae,ITIS,102431,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Blattodea,NA,NA,Blattoidea,Kalotermitidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:36Z,success
Kibramoa,ITIS,848607,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Plectreuridae,NA,NA,NA,Kibramoa,NA,NA,NA,NA,NA,2025-11-16T23:27:36Z,success
Kinnaridae,ITIS,109177,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Kinnaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:37Z,success
Labidura,ITIS,186020,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Dermaptera,Catadermaptera,NA,Pygidicranoidea,Labiduridae,Labidurinae,NA,NA,Labidura,NA,NA,NA,NA,NA,2025-11-16T23:32:45Z,success
Labidura riparia,ITIS,186021,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Dermaptera,Catadermaptera,NA,Pygidicranoidea,Labiduridae,Labidurinae,NA,NA,Labidura,NA,Labidura riparia,NA,NA,NA,2025-11-16T23:27:38Z,success
Labiidae,ITIS,102453,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Dermaptera,Eudermaptera,NA,Forficuloidea,Labiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:27:38Z,success
Lacon,ITIS,186663,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,NA,NA,NA,Lacon,NA,NA,NA,NA,NA,2025-11-16T23:27:39Z,success
